FILE PATH,JS SELECTOR,ROW,TYPE,CLASSES,TRANSLATIONS STRINGS
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frModificationHistory.html,js--modification_history-customer_contacts_dialog,587,oj-dialog,frInvoiceInfoCustomfieldList customfield-dialog js--modification_history-customer_contacts_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frNonRefundableComponentItem.html,js--fr_non_refundable_component_item-select_non_refundable_component,21,oj-select-one,select--transparent nonRefundableComponent js--fr_non_refundable_component_item-select_non_refundable_component,('CMN.frComputationParameters.nonRefundableComponentsValidationError')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frRegisterCustomerHeader.html,js--fr_register_customer_header-open_attachments,6,button,attachement-btn attachement-btn--icon attachement-btn--icon--small attachement-btn--icon--paperclip mr--35 position--relative hover js--fr_register_customer_header-open_attachments,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-milestones,1,div,panel panel--transparent  oj-flex js--fr_select_customer_type-milestones,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-registration,16,div,panel panel--registration panel--white  oj-flex js--fr_select_customer_type-registration,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-legal_entity_label,28,div,registration-text js--fr_select_customer_type-legal_entity_label,('CMN.selectCustomerType.legalEntity')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-registration_view_mode,49,div,panel panel--registration panel--white  oj-flex js--fr_select_customer_type-registration_view_mode,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-legal_entity_label,61,div,registration-text js--fr_select_customer_type-legal_entity_label,('CMN.selectCustomerType.legalEntity')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-panel_toolbar,81,div,panel panel--toolbar panel--background--green-lighter-x2 panel--rounded--bottom-left panel--border-green panel--slim oj-flex js--fr_select_customer_type-panel_toolbar,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-copy_existing_customer,90,button,btn btn--plain btn--plain--green py-15 px-35 js--fr_select_customer_type-copy_existing_customer,('CMN.selectCustomerType.yes')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-new_legal_customer,94,button,btn btn--plain btn--plain--green py-15 px-35 js--fr_select_customer_type-new_legal_customer,('CMN.selectCustomerType.no')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-registration_legal,101,div,panel panel--registration panel--white  oj-flex js--fr_select_customer_type-registration_legal,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-legalentity_number_refkey,165,div,panel panel--toolbar panel--background--green-lighter-x2 panel--rounded--bottom-left panel--shadow panel--slim oj-flex js--fr_select_customer_type-legalentity_number_refkey,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-edit_hierarchy,189,button,btn btn--plain btn--plain--green js--fr_select_customer_type-edit_hierarchy,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-inherit_fields_disabled,196,button,btn btn--plain btn--plain--green js--fr_select_customer_type-inherit_fields_disabled,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-inherit_fields,203,button,btn btn--plain btn--plain--green js--fr_select_customer_type-inherit_fields,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-legalentity_number_refkey_viewmode,213,div,panel panel--toolbar panel--background--green-lighter-x2 panel--rounded--bottom-left panel--shadow  panel--slim oj-flex js--fr_select_customer_type-legalentity_number_refkey_viewmode,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-copy_customer_dialog,246,oj-dialog,customfield-dialog oj-dialog-customfields js--fr_select_customer_type-copy_customer_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frSelectCustomerType.html,js--fr_select_customer_type-add_hierarchy_dialog,258,oj-dialog,customfield-dialog oj-dialog-customfields js--fr_select_customer_type-add_hierarchy_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-wrapper,3,div,sla oj-flex oj-sm-flex-direction-column js--fr_task_actions-wrapper,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-escalate,20,div,btn btn--icon btn--icon--large btn--icon--large--action btn--icon--up btn--grey js--fr_task_actions-escalate,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-reject,24,div,btn btn--icon btn--icon--large btn--icon--large--action btn--icon--down btn--grey js--fr_task_actions-reject,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-no_task_type_task_comments,37,button,sla__btn sla__btn__6 js--fr_task_actions-no_task_type_task_comments,('CMN.taskActions.taskComments')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-no_task_type_task_summary,40,button,sla__btn sla__btn__8 js--fr_task_actions-no_task_type_task_summary,('CMN.taskActions.taskSummary')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-no_task_type_modification_history,44,button,sla__btn sla__btn__7 js--fr_task_actions-no_task_type_modification_history,('CMN.taskActions.modificationHistory')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-no_task_type_computation_parameters,48,button,sla__btn sla__btn__9 js--fr_task_actions-no_task_type_computation_parameters,('CMN.taskActions.computationParameters')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-no_task_type_hierarchy_tree,52,button,sla__btn sla__btn__4 js--fr_task_actions-no_task_type_hierarchy_tree,('CMN.taskActions.hierarchyTree')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-task_summary,62,button,sla__btn sla__btn__8 js--fr_task_actions-task_summary,('CMN.taskActions.taskSummary')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-hierarchy_tree,64,button,sla__btn sla__btn__4 js--fr_task_actions-hierarchy_tree,('CMN.taskActions.hierarchyTree')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-modification_history,66,button,sla__btn sla__btn__7 js--fr_task_actions-modification_history,('CMN.taskActions.modificationHistory')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-renewal_history,68,button,sla__btn sla__btn__10 js--fr_task_actions-renewal_history,('CMN.taskActions.renewalHistory')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-holds,70,button,sla__btn sla__btn__11 js--fr_task_actions-holds,('CMN.taskActions.holds')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-preview_member_task_summary,77,button,sla__btn sla__btn__8 js--fr_task_actions-preview_member_task_summary,('CMN.taskActions.taskSummary')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-preview_member_hierarchy_tree,79,button,sla__btn sla__btn__4 js--fr_task_actions-preview_member_hierarchy_tree,('CMN.taskActions.hierarchyTree')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-preview_member_modification_history,81,button,sla__btn sla__btn__7 js--fr_task_actions-preview_member_modification_history,('CMN.taskActions.modificationHistory')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-preview_member_holds,83,button,sla__btn sla__btn__11 js--fr_task_actions-preview_member_holds,('CMN.taskActions.holds')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-preview_event_task_summary,89,button,sla__btn sla__btn__8 js--fr_task_actions-preview_event_task_summary,('CMN.taskActions.taskSummary')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-preview_event_modification_history,91,button,sla__btn sla__btn__7 js--fr_task_actions-preview_event_modification_history,('CMN.taskActions.modificationHistory')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-preview_event_computation_parameters,93,button,sla__btn sla__btn__9 js--fr_task_actions-preview_event_computation_parameters,('CMN.taskActions.computationParameters')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-cancel,102,button,btn btn--icon btn--plain js--fr_task_actions-cancel,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskActions.html,js--fr_task_actions-arrange_member_table,117,table,table table--full-width js--fr_task_actions-arrange_member_table,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskComments.html,js--fr_task_comments-panel,37,div,task-comments panel js--fr_task_comments-panel,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskComments.html,js--fr_task_comments-customer_comments_list,46,oj-list-view,js--fr_task_comments-customer_comments_list,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummary.html,js--fr_task_summary-panel-comments,1,div,task-comments panel js--fr_task_summary-panel-comments,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummary.html,js--fr_task_summary-custom_field_dialog,17,oj-dialog,frInvoiceInfoCustomfieldList customfield-dialog oj-dialog-customfields js--fr_task_summary-custom_field_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummary.html,js--custom-CustomerPref-close,34,div,oj-flex header-closed js--fr_task_summary-customer_region js--custom-CustomerPref-close,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummary.html,js-custom-CustomerPref-open,73,div,oj-flex oj-sm-align-items-center header-open js-custom-CustomerPref-open,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummary.html,js--fr_task_summary-open_attachments,81,button,btn btn--plain btn--icon btn--size-sm ml-20 mr-10 js--fr_task_summary-open_attachments,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummary.html,js--fr_task_summary-open_custom_fields,91,button,btn btn--plain btn--icon btn--size-sm btn--outline btn--outline-slim btn--outline-white rightgreenbtn js--fr_task_summary-open_custom_fields,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummaryMemberSection.html,js--fr_task_summary_member_section-wrapper,1,div,oj-collapsible oj-collapsible--nomarg js--fr_task_summary_member_section-wrapper,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummaryPolicySection.html,js--fr_task_summary_policy_section-expiry_date,36,div,oj-flex oj-flex-items-pad js--fr_task_summary_policy_section-expiry_date,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummaryPolicySection.html,js--fr_task_summary_policy_section-open_departments,61,button,btn btn--plain btn--icon btn--size-sm btn--outline btn--outline-slim btn--outline-white rightgreenbtn js--fr_task_summary_policy_section-open_departments,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummaryPolicySection.html,js--fr_task_summary_policy_section-open_custom_fields,66,button,btn btn--plain btn--icon btn--size-sm btn--outline btn--outline-slim btn--outline-white rightgreenbtn js--fr_task_summary_policy_section-open_custom_fields,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummaryPolicySection.html,js--fr_task_summary_policy_section-policy_group,148,div,oj-flex oj-flex-items-pad js--fr_task_summary_policy_section-policy_group,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummaryPolicySection.html,js--fr_task_summary_policy_section-policy_custom_fields_dialog,258,oj-dialog,frInvoiceInfoCustomfieldList customfield-dialog oj-dialog-customfields js--fr_task_summary_policy_section-policy_custom_fields_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\frTaskSummaryPolicySection.html,js--fr_task_summary_policy_section-policy_departments_dialog,271,oj-dialog,frInvoiceInfoCustomfieldList customfield-dialog oj-dialog-departments js--fr_task_summary_policy_section-policy_departments_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-container,1,div,form_panel_container js--fr_member_family-container,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-member_table,12,table,table js--fr_member_family-member_table,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-principal_expand_customer,96,button,btn btn--icon btn--plain px-10 js--fr_member_family-principal_expand_customer,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_expand_customer,143,button,btn btn--icon btn--plain px-10 js--fr_member_family-dependant_expand_customer,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_member_table,154,table,table js--fr_member_family-dependant_member_table,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_member_columns_table,159,table,table js--fr_member_family-dependant_member_columns_table,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_order_by_member_number_asc,167,button,btn btn--plain btn--icon js--fr_member_family-dependant_order_by_member_number_asc,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_order_by_member_number_desc,171,button,btn btn--plain btn--icon js--fr_member_family-dependant_order_by_member_number_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_order_by_member_dob_asc,181,button,btn btn--plain btn--icon js--fr_member_family-dependant_order_by_member_dob_asc,('CMN.frMemberQuery.frMemberFamily.dateOfBirth')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_order_by_member_dob_desc,185,button,btn btn--plain btn--icon js--fr_member_family-dependant_order_by_member_dob_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_order_by_member_relation_asc,195,button,btn btn--plain btn--icon js--fr_member_family-dependant_order_by_member_relation_asc,('CMN.frMemberQuery.frMemberFamily.relation')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_order_by_member_relation_desc,199,button,btn btn--plain btn--icon js--fr_member_family-dependant_order_by_member_relation_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_order_by_member_package_asc,208,button,btn btn--plain btn--icon js--fr_member_family-dependant_order_by_member_package_asc,('CMN.frMemberQuery.frMemberFamily.package')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-dependant_order_by_member_package_desc,212,button,btn btn--plain btn--icon js--fr_member_family-dependant_order_by_member_package_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-order_byasc,221,button,btn btn--plain btn--icon js--fr_member_family-order_byasc,('CMN.categoryAndMemberSection.familyType')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frMemberFamily.html,js--fr_member_family-order_bydesc,225,button,btn btn--plain btn--icon js--fr_member_family-order_bydesc,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-panel,2,div,panel__body--type2 js--fr_modification-panel,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-modifications_exchange_rates_dialog,113,oj-dialog,oj-dialog-modifications exchange-rate-dialog js--fr_modification-modifications_exchange_rates_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-form_container,132,div,form_panel_container form_panel_container--gray my-0 h-100 js--fr_modification-form_container,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-member_query,141,oj-label,oj-label oj-component oj-complete mb-5 js--fr_modification-member_query,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-modification_comments,152,oj-label,oj-label oj-component oj-complete mb-5 js--fr_modification-modification_comments,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-notification_date,165,oj-label,oj-label oj-component oj-complete mb-5 js--fr_modification-notification_date,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-creaton_user,178,oj-label,oj-label oj-component oj-complete mb-5 js--fr_modification-creaton_user,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-external_ref,189,oj-label,oj-label oj-component oj-complete mb-5 js--fr_modification-external_ref,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-member_query_creationdate,200,oj-label,oj-label oj-component oj-complete mb-5 js--fr_modification-member_query_creationdate,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-cancel_type,214,oj-label,oj-label oj-component oj-complete mb-5 js--fr_modification-cancel_type,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-cancell_reason,227,oj-label,oj-label oj-component oj-complete mb-5 js--fr_modification-cancell_reason,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-modifications_changes_dialog,248,oj-dialog,oj-dialog-modifications exchange-rate-dialog js--fr_modification-modifications_changes_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frModification.html,js--fr_modification-modification_changes,270,div,form_panel_container form_panel_container--gray my-0 h-100 js--fr_modification-modification_changes,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frPreviewMemberHeader.html,js--fr_preview_member_header-simplesearch_wrapper,2,div,mb-0 mr-10 oj-flex entity-header js--fr_preview_member_header-simplesearch_wrapper,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frPreviewMemberHeader.html,js--fr_preview_member_header-member_flags,23,div,panel__body panel__body--type12 js--fr_preview_member_header-member_flags,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frSearchMemberItem.html,js--fr_search_member_item-member_table,2,table,table table--expandable js--fr_search_member_item-member_table,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frSearchMemberItem.html,js--fr_search_member_item-expand,30,button,oj-flex-item btn btn--icon btn--plain js--fr_search_member_item-expand,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frSearchMemberItem.html,js--fr_search_member_item-view_member,46,button,btn btn--size-sm btn--background-green mr-15 js--fr_search_member_item-view_member,"() && policies().length!=1, click: function(){ btnClickPreviewMember($data); }, text: util.resolveValue('CMN.frMemberQuery.searchMemberItem.viewMember')"
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\frSearchMemberItem.html,js--fr_search_member_item-member_policies_table,51,table,table table--striped table--bordered-bottom js--fr_search_member_item-member_policies_table,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-main_page,1,div,oj-flex-bar mainwrapper pageCreateInvoice js--preview_member-main_page,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-form_panel_container,6,div,form_panel_container mt-150 js--preview_member-form_panel_container,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-title,11,div,panel__body--type2 oj-flex oj-flex-items-pad oj-sm-12 oj-md-12 js--preview_member-title,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-first_name,14,oj-label,oj-label oj-component oj-complete js--preview_member-first_name,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-middle_name,21,oj-label,oj-label oj-component oj-complete js--preview_member-middle_name,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-last_name,28,oj-label,oj-label oj-component oj-complete js--preview_member-last_name,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-effective_date,37,oj-label,oj-label oj-component oj-complete js--preview_member-effective_date,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-date_birth,43,oj-label,oj-label oj-component oj-complete js--preview_member-date_birth,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-gender,52,oj-label,oj-label oj-component oj-complete js--preview_member-gender,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-national_identity,58,oj-label,oj-label oj-component oj-complete js--preview_member-national_identity,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-passport_no,72,oj-label,oj-label oj-component oj-complete js--preview_member-passport_no,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-policy_type,79,oj-label,oj-label oj-component oj-complete js--preview_member-policy_type,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-relation_refkey,86,oj-label,oj-label oj-component oj-complete js--preview_member-relation_refkey,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-country_ofresidency,92,oj-label,oj-label oj-component oj-complete js--preview_member-country_ofresidency,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-pharmacy,98,div,panel__body--type2 oj-flex oj-flex-items-pad oj-sm-12 oj-md-12 js--preview_member-coa js--preview_member-pharmacy,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-package_refkey,101,oj-label,oj-label oj-component oj-complete js--preview_member-package_refkey,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-class_refkey,107,oj-label,oj-label oj-component oj-complete js--preview_member-class_refkey,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-enrollment_date,153,oj-label,oj-label oj-component oj-complete js--preview_member-enrollment_date,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-staff_no,162,oj-label,oj-label oj-component oj-complete js--preview_member-staff_no,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-ext_member_ref,171,oj-label,oj-label oj-component oj-complete js--preview_member-ext_member_ref,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-department_code,180,oj-label,oj-label oj-component oj-complete js--preview_member-department_code,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-nationality,192,oj-label,oj-label oj-component oj-complete js--preview_member-nationality,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-resudent_card,201,oj-label,oj-label oj-component oj-complete js--preview_member-resudent_card,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-country_origin,210,oj-label,oj-label oj-component oj-complete js--preview_member-country_origin,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-international_first_name,219,oj-label,oj-label oj-component oj-complete js--preview_member-international_first_name,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-international_mid_name,230,oj-label,oj-label oj-component oj-complete js--preview_member-international_mid_name,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-international_last_name,239,oj-label,oj-label oj-component oj-complete js--preview_member-international_last_name,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-occupation,248,oj-label,oj-label oj-component oj-complete js--preview_member-occupation,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-classification,257,oj-label,oj-label oj-component oj-complete js--preview_member-classification,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-nationality,265,div,panel__body--type2 oj-flex oj-flex-items-pad oj-sm-12 oj-md-12 js--preview_member-nationality,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-info_height,268,oj-label,oj-label oj-component oj-complete js--preview_member-info_height,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-info_weight,280,oj-label,oj-label oj-component oj-complete js--preview_member-info_weight,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-blood_type,292,oj-label,oj-label oj-component oj-complete js--preview_member-blood_type,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-taxregistration,301,oj-label,oj-label oj-component oj-complete js--preview_member-taxregistration,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-maritalstatus,310,oj-label,oj-label oj-component oj-complete js--preview_member-maritalstatus,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-billing,318,div,oj-flex viewTitle frPreInvoiceSelectionHeader frPreInvoiceSelectionHeader--no-border mt-20 background--transparent js--preview_member-billing,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-address,352,div,mt-10 js--preview_member-address,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\previewMember.html,js--preview_member-back,369,button,btn btn--size-md btn--outline btn--outline-green frCIButton frCIBackButton js--preview_member-back,('CMN.frMemberQuery.frPreviewMember.back')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\searchMember.html,js--search_member-wrapper,1,div,oj-sm-12 oj-cstm-small-12 js--search_member-wrapper,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\searchMember.html,js--search_member-search_filter,10,div,panel panel--white js--search_member-search_filter,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\searchMember.html,js--search_member-fetch,22,button,btn btn--size-smd btn--background-green btn--width-140 js--search_member-fetch,('CMN.searchFilter.fetchButton')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\searchMember.html,js--search_member-fetch_disabled,26,button,btn btn--size-smd btn--background-green btn--width-140 btn-disabled js--search_member-fetch_disabled,('CMN.searchFilter.fetchButton')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\memberQuery\searchMember.html,js--search_member-panel,33,div,panel panel--white js--search_member-panel,
